type,modified,license,rightsholder,accessrights,bibliographiccitation,references,institutionid,collectionid,datasetid,institutioncode,collectioncode,datasetname,basisofrecord,informationwithheld,datageneralizations,dynamicproperties,occurrenceid,catalognumber,recordnumber,recordedby,individualcount,sex,lifestage,reproductivecondition,behavior,establishmentmeans,occurrencestatus,preparations,disposition,associatedmedia,associatedreferences,associatedsequences,associatedtaxa,othercatalognumbers,occurrenceremarks,organismid,organismname,organismscope,associatedoccurrences,associatedorganisms,previousidentifications,organismremarks,materialsampleid,eventid,fieldnumber,eventdate,eventtime,startdayofyear,enddayofyear,year,month,day,verbatimeventdate,habitat,samplingprotocol,samplingeffort,fieldnotes,eventremarks,locationid,highergeographyid,highergeography,continent,waterbody,islandgroup,island,country,countrycode,stateprovince,county,municipality,locality,verbatimlocality,minimumelevationinmeters,maximumelevationinmeters,verbatimelevation,minimumdepthinmeters,maximumdepthinmeters,verbatimdepth,minimumdistanceabovesurfaceinmeters,maximumdistanceabovesurfaceinmeters,locationaccordingto,locationremarks,decimallatitude,decimallongitude,geodeticdatum,coordinateuncertaintyinmeters,coordinateprecision,verbatimcoordinates,verbatimlatitude,verbatimlongitude,verbatimcoordinatesystem,verbatimsrs,footprintwkt,footprintsrs,georeferencedby,georeferenceddate,georeferenceprotocol,georeferencesources,georeferenceverificationstatus,georeferenceremarks,geologicalcontextid,earliesteonorlowesteonothem,latesteonorhighesteonothem,earliesteraorlowesterathem,latesteraorhighesterathem,earliestperiodorlowestsystem,latestperiodorhighestsystem,earliestepochorlowestseries,latestepochorhighestseries,earliestageorloweststage,latestageorhigheststage,lowestbiostratigraphiczone,highestbiostratigraphiczone,lithostratigraphicterms,group,formation,member,bed,identificationid,identificationqualifier,typestatus,identifiedby,dateidentified,identificationreferences,identificationverificationstatus,identificationremarks,scientificnameid,namepublishedinid,scientificname,acceptednameusage,originalnameusage,namepublishedin,namepublishedinyear,higherclassification,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,taxonrank,verbatimtaxonrank,scientificnameauthorship,vernacularname,nomenclaturalcode,taxonomicstatus,taxonremarks,lengthinmm,lengthtype,lengthunitsinferred,massing,massunitsinferred,underivedlifestage,underivedsex,dataset_url,dataset_citation,gbifdatasetid,gbifpublisherid,dataset_contact_email,dataset_contact,dataset_pubdate,lastindexed,migrator_version,hasmedia,hastissue,wascaptive,isfossil,isarch,vntype,haslength
PhysicalObject,57:01.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237544?seid=4043641. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237544,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=297 mm; tail length=139 mm; hind foot with claw=36 mm; ear from notch=22 mm; weight=108.0 g; sex=male ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237544?seid=4043641,MVZ:Mamm:237544,760,Collector(s): Heru Handika,1,male,adult,,,,,"skull; skin, study",,,,,,collector number=760,,http://arctos.database.museum/guid/MVZ:Mamm:237544,,,,,<i>Bunomys penitus</i> (accepted ID) identified by Rizaldi Trias Jaya Putra on 2016-08-07; method: expert,,,,,8/7/16,,220,220,2016,8,7,7-Aug-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Gamaru Line 1, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, Sulawesi Selatan, Sulawesi, Indonesia, 2322 el.",2322,2322,,,,,,,Heru Handika,Centroid extent not listed.,-3.43051,120.08895,not recorded,,,,,,,,,,Heru Handika,8/7/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Rizaldi Trias Jaya Putra,8/7/16,,expert,,,,Bunomys penitus,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,penitus,,species,,,,ICZN,,,297,total length,0,108,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,13:43.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237546?seid=4043646. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237546,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=337 mm; tail length=158 mm; hind foot with claw=38 mm; ear from notch=25 mm; weight=121.5 g; sex=female ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237546?seid=4043646,MVZ:Mamm:237546,784,Collector(s): Heru Handika,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=784,,http://arctos.database.museum/guid/MVZ:Mamm:237546,,,,,<i>Bunomys penitus</i> (accepted ID) identified by Heru Handika on 2016-08-09; method: expert,,,,,8/9/16,,222,222,2016,8,9,9-Aug-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Gamaru Line 1, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, Sulawesi Selatan, Sulawesi, Indonesia, 2322 el.",2322,2322,,,,,,,Heru Handika,Centroid extent not listed.,-3.43051,120.08895,not recorded,,,,,,,,,,Heru Handika,8/9/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,8/9/16,,expert,,,,Bunomys penitus,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,penitus,,species,,,,ICZN,,,337,total length,0,121.5,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,13:45.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237547?seid=4043647. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237547,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=282 mm; tail length=136 mm; hind foot with claw=36 mm; ear from notch=25 mm; weight=80.5 g; sex=female ; age=subadult,http://arctos.database.museum/guid/MVZ:Mamm:237547?seid=4043647,MVZ:Mamm:237547,789,Collector(s): Heru Handika,1,female,subadult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=789,,http://arctos.database.museum/guid/MVZ:Mamm:237547,,,,,<i>Bunomys penitus</i> (accepted ID) identified by Heru Handika on 2016-08-10; method: expert,,,,,8/10/16,,223,223,2016,8,10,10-Aug-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Gamaru Line 1, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, Sulawesi Selatan, Sulawesi, Indonesia, 2322 el.",2322,2322,,,,,,,Heru Handika,Centroid extent not listed.,-3.43051,120.08895,not recorded,,,,,,,,,,Heru Handika,8/1/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,8/10/16,,expert,,,,Bunomys penitus,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,penitus,,species,,,,ICZN,,,282,total length,0,80.5,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,13:46.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237548?seid=4043648. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237548,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=344 mm; tail length=159 mm; hind foot with claw=39 mm; ear from notch=26 mm; weight=170.4 g; sex=male ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237548?seid=4043648,MVZ:Mamm:237548,799,Collector(s): Heru Handika,1,male,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=799,,http://arctos.database.museum/guid/MVZ:Mamm:237548,,,,,<i>Bunomys penitus</i> (accepted ID) identified by Heru Handika on 2016-08-11; method: expert,,,,,8/11/16,,224,224,2016,8,11,11-Aug-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Gamaru Line 2, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, Sulawesi Selatan, Sulawesi, Indonesia, 2535 el.",2535,2535,,,,,,,Heru Handika,SITE ID= Gamaru HH 2700. No centroid extent given.,-3.43445,120.09039,not recorded,,,,,,,,,,Heru Handika,8/11/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,8/11/16,,expert,,,,Bunomys penitus,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,penitus,,species,,,,ICZN,,,344,total length,0,170.4,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,04:52.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237550?seid=4043650. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237550,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=291 mm; tail length=150 mm; hind foot with claw=37 mm; ear from notch=27 mm; weight=93.6 g; sex=female ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237550?seid=4043650,MVZ:Mamm:237550,820,Collector(s): Heru Handika,1,female,adult,,,,,"whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=820,,http://arctos.database.museum/guid/MVZ:Mamm:237550,,,,,<i>Bunomys penitus</i> (accepted ID) identified by Heru Handika on 2016-08-12; method: expert,,,,,8/12/16,,225,225,2016,8,12,12-Aug-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Gamaru Line 3, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Gamaru Line 3, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, Sulawesi Selatan, Sulawesi, Indonesia, 2518 el.",2518,2518,,,,,,,Heru Handika,SITE ID=Summit. Centroid extent not listed.,-3.43103,120.09457,not recorded,,,,,,,,,,Heru Handika,8/12/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,8/12/16,,expert,,,,Bunomys penitus,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Bunomys,,penitus,,species,,,,ICZN,,,291,total length,0,93.6,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,56:59.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237573?seid=4043540. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237573,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=201 mm; tail length=107 mm; hind foot with claw=19 mm; ear from notch=12 mm; weight=11.3 g; sex=male ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237573?seid=4043540,MVZ:Mamm:237573,835,Collector(s): Heru Handika,1,male,adult,,,,,"skull; whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=835,,http://arctos.database.museum/guid/MVZ:Mamm:237573,,,,,<i>Crocidura elongata</i> (accepted ID) identified by Heru Handika on 2016-08-18; method: expert,,,,,8/18/16,,231,231,2016,8,18,18-Aug-16,Lowland Rainforest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Lempo, Kadundung Village, Latimojong District","Trapline 3, Lempo, Kadundung Village, Latimojong District, Luwu Regency, South Sulawesi, Sulawesi, Indonesia",683,683,,,,,,,Heru Handika,SITE ID=Lempo Line 3. Centroid extent not listed.,-3.38897,120.19717,not recorded,,,,,,,,,,Heru Handika,8/18/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,8/18/16,,expert,,,,Crocidura elongata,,,,,Animalia; Chordata; Mammalia; Soricomorpha; Soricidae;,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,,elongata,,species,,,,ICZN,,,201,total length,0,11.3,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,56:59.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237611?seid=4043607. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237611,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=132 mm; tail length=56 mm; hind foot with claw=16 mm; ear from notch=11 mm; weight=10.0 g; sex=male ; age=adult,http://arctos.database.museum/guid/MVZ:Mamm:237611?seid=4043607,MVZ:Mamm:237611,837,Collector(s): Heru Handika,1,male,adult,,,,,"skull; whole organism (formalin-fixed, 70% ethanol)",,,,,,collector number=837,,http://arctos.database.museum/guid/MVZ:Mamm:237611,,,,,<i>Crocidura rhoditis</i> (accepted ID) identified by Heru Handika on 2016-08-18; method: expert,,,,,8/18/16,,231,231,2016,8,18,18-Aug-16,Lowland Rainforest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Lempo, Kadundung Village, Latimojong District","Trapline 3, Lempo, Kadundung Village, Latimojong District, Luwu Regency, South Sulawesi, Sulawesi, Indonesia",683,683,,,,,,,Heru Handika,SITE ID=Lempo Line 3. Centroid extent not listed.,-3.38897,120.19717,not recorded,,,,,,,,,,Heru Handika,8/18/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,8/18/16,,expert,,,,Crocidura rhoditis,,,,,Animalia; Chordata; Mammalia; Soricomorpha; Soricidae; Crocidurinae;,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,,rhoditis,,species,,,,ICZN,,,132,total length,0,10,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,57:01.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237673?seid=4043547. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237673,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=498 mm; tail length=277 mm; hind foot with claw=52 mm; ear from notch=29 mm; weight=193.6 g; sex=female ; age=subadult,http://arctos.database.museum/guid/MVZ:Mamm:237673?seid=4043547,MVZ:Mamm:237673,751,Collector(s): Heru Handika,1,female,subadult,,,,,"skull; skin, study",,,,,,collector number=751,,http://arctos.database.museum/guid/MVZ:Mamm:237673,,,,,<i>Paruromys dominator</i> (accepted ID) identified by Heru Handika on 2016-08-07; method: expert,,,,,8/7/16,,220,220,2016,8,7,7-Aug-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Gamaru Line 1, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, Sulawesi Selatan, Sulawesi, Indonesia, 2322 el.",2322,2322,,,,,,,Heru Handika,Centroid extent not listed.,-3.43051,120.08895,not recorded,,,,,,,,,,Heru Handika,8/7/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,8/7/16,,expert,,,,Paruromys dominator,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Paruromys,,dominator,,species,,,,ICZN,,,498,total length,0,193.6,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,57:03.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237674?seid=4043555. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237674,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=508 mm; tail length=282 mm; hind foot with claw=51 mm; ear from notch=28 mm; weight=241.9 g; sex=female ; age=subadult,http://arctos.database.museum/guid/MVZ:Mamm:237674?seid=4043555,MVZ:Mamm:237674,774,Collector(s): Heru Handika,1,female,subadult,,,,,"skull; skin, study",,,,,,collector number=774,,http://arctos.database.museum/guid/MVZ:Mamm:237674,,,,,<i>Paruromys dominator</i> (accepted ID) identified by Heru Handika on 2016-08-08; method: expert,,,,,8/8/16,,221,221,2016,8,8,8-Aug-16,Upper Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Gamaru Line 1, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, Sulawesi Selatan, Sulawesi, Indonesia, 2322 el.",2322,2322,,,,,,,Heru Handika,Centroid extent not listed.,-3.43051,120.08895,not recorded,,,,,,,,,,Heru Handika,8/8/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Heru Handika,8/8/16,,expert,,,,Paruromys dominator,,,,,Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;,Animalia,Chordata,Mammalia,Rodentia,Muridae,Paruromys,,dominator,,species,,,,ICZN,,,508,total length,0,241.9,0,,female,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
PhysicalObject,43:43.0,http://creativecommons.org/publicdomain/zero/1.0/,,http://vertnet.org/resources/norms.html,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Record ID: http://arctos.database.museum/guid/MVZ:Mamm:237699?seid=4043705. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",http://arctos.database.museum/guid/MVZ:Mamm:237699,MVZ,28,,MVZ,Mammal specimens,,PreservedSpecimen,,,total length=270 mm; tail length=170 mm; hind foot with claw=30 mm; ear from notch=17 mm; weight=19.0 g; sex=male ; age=subadult,http://arctos.database.museum/guid/MVZ:Mamm:237699?seid=4043705,MVZ:Mamm:237699,779,Collector(s): Heru Handika,1,male,subadult,,,,,"skin, study",,,,,,collector number=779,,http://arctos.database.museum/guid/MVZ:Mamm:237699,,,,,<i>Sommeromys macrorhinos</i> (accepted ID) identified by Kevin C. Rowe on 2016-08-09; method: expert,,,,,8/9/16,,222,222,2016,8,9,9-Aug-16,Lower Montane Forest,,,,,,,"Asia, Indonesia, South Sulawesi, Luwu Regency, Indonesian Archipelago, Sulawesi",Asia,,Indonesian Archipelago,Sulawesi,Indonesia,,South Sulawesi,Luwu Regency,,"Pos 2, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District","Pos 2, Mount Latimojong, Gamaru Village, Ulusalu, Latimojong District, Luwu Regency, Sulawesi Selatan, Sulawesi, Indonesia",1697,1697,,,,,,,Heru Handika,SITE ID= Gamaru Pos 2. Centroid extent not listed.,-3.415,120.09871,not recorded,,,,,,,,,,Heru Handika,8/9/16,MaNIS georeferencing guidelines,Garmin GPSmap 62sc,accepted,,,,,,,,,,,,,,,,,,,,,A,,Kevin C. Rowe,8/9/16,,expert,,,,Sommeromys macrorhinos,,,,,"Animalia; Chordata; Mammalia; Rodentia; Muridae; Murinae;  Musser & Durden, 2002",Animalia,Chordata,Mammalia,Rodentia,Muridae,Sommeromys,,macrorhinos,,species,,,,ICZN,,,270,total length,0,19,0,,male,,"Museum of Vertebrate Zoology, UC Berkeley. MVZ Mammal Collection (Arctos). Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=mvz_mammal (source published on 2019-07-06)",0daed095-478a-4af6-abf5-18acb790fbb2,8edbbde0-055e-11d8-b850-b8a03c50a862,ondatra@berkeley.edu,Chris Conroy,7/6/19,9/22/19,no migrator,0,0,0,0,0,specimen,1
